onet_soc_code,occupation_title,stem_occupation_types,job_zone,bright_outlook,task_id,task,task_category,importance,task_rank_in_occupation,dwa_id,dwa_title,iwa_id,iwa_title,gwa_id,gwa_title
29-2043.00,Paramedics,Technologists and Technicians,3,1,22873,"Operate equipment, such as electrocardiograms (EKGs), external defibrillators, or bag valve mask resuscitators, in advanced life support environments.",Core,87.0,7,4.A.3.a.3.d.3,Operate diagnostic or therapeutic medical instruments or equipment.,4.A.3.a.3.d,Operate medical equipment.,4.A.3.a.3,Controlling Machines and Processes
29-2043.00,Paramedics,Technologists and Technicians,3,1,22873,"Operate equipment, such as electrocardiograms (EKGs), external defibrillators, or bag valve mask resuscitators, in advanced life support environments.",Core,87.0,7,4.A.4.a.5.g.4,Implement advanced life support techniques.,4.A.4.a.5.g,Administer emergency medical treatment.,4.A.4.a.5,Assisting and Caring for Others
29-2043.00,Paramedics,Technologists and Technicians,3,1,22876,Perform emergency pharmacological interventions.,Core,86.0,8,4.A.4.a.5.c.6,Administer non-intravenous medications.,4.A.4.a.5.c,Administer basic health care or medical treatments.,4.A.4.a.5,Assisting and Caring for Others
29-2043.00,Paramedics,Technologists and Technicians,3,1,22876,Perform emergency pharmacological interventions.,Core,86.0,8,4.A.4.a.5.c.8,Administer intravenous medications.,4.A.4.a.5.c,Administer basic health care or medical treatments.,4.A.4.a.5,Assisting and Caring for Others
29-2043.00,Paramedics,Technologists and Technicians,3,1,22876,Perform emergency pharmacological interventions.,Core,86.0,8,4.A.4.a.5.g.3,Treat medical emergencies.,4.A.4.a.5.g,Administer emergency medical treatment.,4.A.4.a.5,Assisting and Caring for Others
29-2043.00,Paramedics,Technologists and Technicians,3,1,22864,"Administer drugs, orally or by injection, or perform intravenous procedures.",Core,84.0,9,4.A.4.a.5.c.6,Administer non-intravenous medications.,4.A.4.a.5.c,Administer basic health care or medical treatments.,4.A.4.a.5,Assisting and Caring for Others
29-2043.00,Paramedics,Technologists and Technicians,3,1,22864,"Administer drugs, orally or by injection, or perform intravenous procedures.",Core,84.0,9,4.A.4.a.5.c.8,Administer intravenous medications.,4.A.4.a.5.c,Administer basic health care or medical treatments.,4.A.4.a.5,Assisting and Caring for Others
29-2043.00,Paramedics,Technologists and Technicians,3,1,22867,"Attend training classes to maintain certification licensure, keep abreast of new developments in the field, or maintain existing knowledge.",Core,83.0,10,4.A.2.b.3.a.12,Maintain medical or professional knowledge.,4.A.2.b.3.a,Maintain current knowledge in area of expertise.,4.A.2.b.3,Updating and Using Relevant Knowledge
29-2043.00,Paramedics,Technologists and Technicians,3,1,22872,"Observe, record, and report to physician the patient's condition or injury, the treatment provided, and reactions to drugs or treatment.",Core,83.0,11,4.A.1.a.2.e.1,Monitor patient progress or responses to treatments.,4.A.1.a.2.e,Monitor health conditions of humans or animals.,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings"
29-2043.00,Paramedics,Technologists and Technicians,3,1,22872,"Observe, record, and report to physician the patient's condition or injury, the treatment provided, and reactions to drugs or treatment.",Core,83.0,11,4.A.3.b.6.k.4,Record patient medical histories.,4.A.3.b.6.k,Maintain health or medical records.,4.A.3.b.6,Documenting/Recording Information
29-2043.00,Paramedics,Technologists and Technicians,3,1,22872,"Observe, record, and report to physician the patient's condition or injury, the treatment provided, and reactions to drugs or treatment.",Core,83.0,11,4.A.4.a.2.d.1,Inform medical professionals regarding patient conditions and care.,4.A.4.a.2.d,Confer with healthcare or other professionals about patient care.,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates"
29-2043.00,Paramedics,Technologists and Technicians,3,1,22871,Instruct emergency medical response team about emergency interventions to ensure correct application of procedures.,Core,75.0,12,4.A.4.b.3.f.10,Teach medical procedures to healthcare personnel.,4.A.4.b.3.f,Train others on health or medical topics.,4.A.4.b.3,Training and Teaching Others
29-2043.00,Paramedics,Technologists and Technicians,3,1,22871,Instruct emergency medical response team about emergency interventions to ensure correct application of procedures.,Core,75.0,12,4.A.4.b.3.f.8,Train medical providers.,4.A.4.b.3.f,Train others on health or medical topics.,4.A.4.b.3,Training and Teaching Others
29-2043.00,Paramedics,Technologists and Technicians,3,1,22869,"Coordinate with treatment center personnel to obtain patients' vital statistics and medical history, to determine the circumstances of the emergency, and to administer emergency treatment.",Core,73.0,13,4.A.4.a.2.d.5,Collaborate with healthcare professionals to plan or provide treatment.,4.A.4.a.2.d,Confer with healthcare or other professionals about patient care.,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates"
29-2043.00,Paramedics,Technologists and Technicians,3,1,1001579,"Lift and move patients using assistive devices, such as stretchers and stairchairs.",New,,14,,,,,,
29-2051.00,Dietetic Technicians,Technologists and Technicians,3,0,23922,"Observe and monitor patient food intake and body weight, and report changes, progress, and dietary problems to dietician.",Core,92.0,1,4.A.1.a.2.e.1,Monitor patient progress or responses to treatments.,4.A.1.a.2.e,Monitor health conditions of humans or animals.,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings"
29-2051.00,Dietetic Technicians,Technologists and Technicians,3,0,23922,"Observe and monitor patient food intake and body weight, and report changes, progress, and dietary problems to dietician.",Core,92.0,1,4.A.1.a.2.e.8,Monitor nutrition related activities of individuals or groups.,4.A.1.a.2.e,Monitor health conditions of humans or animals.,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings"
29-2051.00,Dietetic Technicians,Technologists and Technicians,3,0,23922,"Observe and monitor patient food intake and body weight, and report changes, progress, and dietary problems to dietician.",Core,92.0,1,4.A.4.a.2.d.1,Inform medical professionals regarding patient conditions and care.,4.A.4.a.2.d,Confer with healthcare or other professionals about patient care.,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates"
29-2051.00,Dietetic Technicians,Technologists and Technicians,3,0,20421,"Conduct nutritional assessments of individuals, including obtaining and evaluating individuals' dietary histories, to plan nutritional programs.",Core,89.0,2,4.A.1.a.1.l.2,"Collect medical information from patients, family members, or other medical professionals.",4.A.1.a.1.l,Collect information about patients or clients.,4.A.1.a.1,Getting Information
29-2051.00,Dietetic Technicians,Technologists and Technicians,3,0,20421,"Conduct nutritional assessments of individuals, including obtaining and evaluating individuals' dietary histories, to plan nutritional programs.",Core,89.0,2,4.A.2.a.1.f.2,"Evaluate patient functioning, capabilities, or health.",4.A.2.a.1.f,Evaluate patient or client condition or treatment options.,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People"
29-2051.00,Dietetic Technicians,Technologists and Technicians,3,0,20421,"Conduct nutritional assessments of individuals, including obtaining and evaluating individuals' dietary histories, to plan nutritional programs.",Core,89.0,2,4.A.2.a.4.f.2,Analyze patient data to determine patient needs or treatment goals.,4.A.2.a.4.f,Analyze health or medical data.,4.A.2.a.4,Analyzing Data or Information
29-2051.00,Dietetic Technicians,Technologists and Technicians,3,0,4165,"Prepare a major meal, following recipes and determining group food quantities.",Core,89.0,3,4.A.4.b.4.j.35,Manage preparation of special meals or diets.,4.A.4.b.4.j,"Direct organizational operations, activities, or procedures.",4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates"
29-2051.00,Dietetic Technicians,Technologists and Technicians,3,0,4167,Supervise food production or service or assist dietitians or nutritionists in food service supervision or planning.,Core,87.0,4,4.A.4.b.4.a.11,Supervise medical support personnel.,4.A.4.b.4.a,Supervise personnel activities.,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates"
29-2051.00,Dietetic Technicians,Technologists and Technicians,3,0,4170,Determine food and beverage costs and assist in implementing cost control procedures.,Supplemental,85.0,11,4.A.1.b.3.b.4,Estimate operational costs.,4.A.1.b.3.b,Estimate project development or operational costs.,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information"
29-2051.00,Dietetic Technicians,Technologists and Technicians,3,0,4170,Determine food and beverage costs and assist in implementing cost control procedures.,Supplemental,85.0,11,4.A.2.b.1.h.7,"Estimate supplies, ingredients, or staff requirements for food preparation activities.",4.A.2.b.1.h,Determine resource needs of projects or operations.,4.A.2.b.1,Making Decisions and Solving Problems
29-2051.00,Dietetic Technicians,Technologists and Technicians,3,0,4169,"Plan menus or diets or guide individuals or families in food selection, preparation, or menu planning, based upon nutritional needs and established guidelines.",Core,85.0,5,4.A.4.b.4.j.35,Manage preparation of special meals or diets.,4.A.4.b.4.j,"Direct organizational operations, activities, or procedures.",4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates"
29-2051.00,Dietetic Technicians,Technologists and Technicians,3,0,4169,"Plan menus or diets or guide individuals or families in food selection, preparation, or menu planning, based upon nutritional needs and established guidelines.",Core,85.0,5,4.A.4.b.6.a.1,"Provide health and wellness advice to patients, program participants, or caregivers.",4.A.4.b.6.a,Advise patients or clients on medical issues.,4.A.4.b.6,Providing Consultation and Advice to Others
29-2051.00,Dietetic Technicians,Technologists and Technicians,3,0,4171,"Develop job specifications, job descriptions, or work schedules.",Core,84.0,6,4.A.2.b.2.v.1,Develop program goals or plans.,4.A.2.b.2.v,Develop organizational or program goals or objectives.,4.A.2.b.2,Thinking Creatively
29-2051.00,Dietetic Technicians,Technologists and Technicians,3,0,4171,"Develop job specifications, job descriptions, or work schedules.",Core,84.0,6,4.A.2.b.2.v.2,Develop organizational goals or objectives.,4.A.2.b.2.v,Develop organizational or program goals or objectives.,4.A.2.b.2,Thinking Creatively
29-2051.00,Dietetic Technicians,Technologists and Technicians,3,0,4175,Refer patients to other relevant services to provide continuity of care.,Supplemental,81.0,12,4.A.4.a.5.a.2,Refer patients to other healthcare practitioners or health resources.,4.A.4.a.5.a,Assist others to access additional services or resources.,4.A.4.a.5,Assisting and Caring for Others
29-2051.00,Dietetic Technicians,Technologists and Technicians,3,0,23923,Attend interdisciplinary meetings with other health care professionals to discuss patient care.,Core,77.0,7,4.A.4.a.2.d.3,Collaborate with other professionals to assess client needs or plan treatments.,4.A.4.a.2.d,Confer with healthcare or other professionals about patient care.,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates"
29-2051.00,Dietetic Technicians,Technologists and Technicians,3,0,23923,Attend interdisciplinary meetings with other health care professionals to discuss patient care.,Core,77.0,7,4.A.4.a.2.d.5,Collaborate with healthcare professionals to plan or provide treatment.,4.A.4.a.2.d,Confer with healthcare or other professionals about patient care.,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates"
29-2051.00,Dietetic Technicians,Technologists and Technicians,3,0,4173,"Provide dietitians with assistance researching food, nutrition, or food service systems.",Core,76.0,8,4.A.1.a.1.s.1,Conduct research to increase knowledge about medical issues.,4.A.1.a.1.s,Research healthcare issues.,4.A.1.a.1,Getting Information
29-2051.00,Dietetic Technicians,Technologists and Technicians,3,0,4174,"Deliver speeches on diet, nutrition, or health to promote healthy eating habits and illness prevention and treatment.",Supplemental,72.0,13,4.A.4.a.3.b.1,Communicate health and wellness information to the public.,4.A.4.a.3.b,Provide information or assistance to the public.,4.A.4.a.3,Communicating with People Outside the Organization
29-2051.00,Dietetic Technicians,Technologists and Technicians,3,0,4172,"Select, schedule, or conduct orientation or in-service education programs.",Core,70.0,9,4.A.4.b.3.f.8,Train medical providers.,4.A.4.b.3.f,Train others on health or medical topics.,4.A.4.b.3,Training and Teaching Others
29-2051.00,Dietetic Technicians,Technologists and Technicians,3,0,4166,"Analyze menus or recipes, standardize recipes, or test new products.",Core,65.0,10,4.A.4.b.4.j.35,Manage preparation of special meals or diets.,4.A.4.b.4.j,"Direct organizational operations, activities, or procedures.",4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates"
