onet_soc_code,occupation_title,task_id,task,task_category,importance,n_subtasks_scored,automation_feasibility_today,llm_exposure,physical_embodiment_required,interpersonal_demand,judgment_under_uncertainty,accountability_requirement,error_cost,dominant_verdict
29-1141.00,Registered Nurses,1854,"Administer local, inhalation, intravenous, or other anesthetics.",Supplemental,79.0,1,10.0,30.0,90.0,45.0,75.0,98.0,98.0,human_anchored
29-1141.00,Registered Nurses,1855,"Provide health care, first aid, immunizations, or assistance in convalescence or rehabilitation in locations such as schools, hospitals, or industry.",Core,89.0,2,10.0,40.0,86.0,57.5,52.5,90.0,81.0,human_anchored
29-1141.00,Registered Nurses,1856,"Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers.",Supplemental,74.0,3,9.0,48.3,77.0,60.0,75.7,93.7,90.3,human_anchored
29-1141.00,Registered Nurses,1857,Conduct specified laboratory tests.,Core,83.0,1,55.0,40.0,70.0,15.0,40.0,75.0,75.0,augmentable
29-1141.00,Registered Nurses,1859,"Prescribe or recommend drugs, medical devices, or other forms of treatment, such as physical therapy, inhalation therapy, or related therapeutic procedures.",Supplemental,85.0,2,8.0,68.5,32.5,60.0,65.0,97.0,78.5,human_anchored
29-1141.00,Registered Nurses,1860,"Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions.",Supplemental,85.0,2,11.5,65.0,22.5,72.5,76.0,91.5,88.0,human_anchored
29-1141.00,Registered Nurses,1861,"Perform administrative or managerial functions, such as taking responsibility for a unit's staff, budget, planning, or long-range goals.",Supplemental,86.0,1,10.0,60.0,30.0,75.0,68.0,92.0,85.0,human_anchored
29-1141.00,Registered Nurses,1862,Provide or arrange for training or instruction of auxiliary personnel or students.,Supplemental,77.0,1,22.0,65.0,55.0,80.0,50.0,65.0,60.0,resistant
29-1141.00,Registered Nurses,1863,Refer students or patients to specialized health resources or community agencies furnishing assistance.,Supplemental,74.0,1,18.0,70.0,15.0,55.0,60.0,88.0,72.0,human_anchored
29-1141.00,Registered Nurses,1864,Consult with institutions or associations regarding issues or concerns relevant to the practice and profession of nursing.,Supplemental,71.0,1,15.0,70.0,25.0,80.0,75.0,80.0,75.0,human_anchored
29-1141.00,Registered Nurses,1865,"Work with individuals, groups, or families to plan or implement programs designed to improve the overall health of communities.",Core,77.0,1,18.0,70.0,15.0,62.0,62.0,70.0,58.0,augmentable
29-1141.00,Registered Nurses,1866,Engage in research activities related to nursing.,Supplemental,61.0,1,22.0,78.0,45.0,25.0,75.0,70.0,65.0,augmentable
29-1141.00,Registered Nurses,20413,Administer medications to patients and monitor patients for reactions or side effects.,Core,93.0,2,26.5,37.5,77.5,41.0,47.5,90.0,85.0,human_anchored
29-1141.01,Acute Care Nurses,18297,"Analyze the indications, contraindications, risk complications, and cost-benefit tradeoffs of therapeutic interventions.",Core,74.0,1,18.0,85.0,12.0,58.0,82.0,95.0,92.0,human_anchored
29-1141.01,Acute Care Nurses,18298,Diagnose acute or chronic conditions that could result in rapid physiological deterioration or life-threatening instability.,Core,97.0,1,15.0,75.0,50.0,50.0,80.0,98.0,95.0,human_anchored
29-1141.01,Acute Care Nurses,18299,"Distinguish between normal and abnormal developmental and age-related physiological and behavioral changes in acute, critical, and chronic illness.",Core,72.0,1,15.0,75.0,50.0,50.0,80.0,98.0,95.0,human_anchored
29-1141.01,Acute Care Nurses,18300,"Manage patients' pain relief and sedation by providing pharmacologic and non-pharmacologic interventions, monitoring patients' responses, and changing care plans accordingly.",Core,88.0,2,20.0,39.0,79.0,46.5,70.0,95.0,95.0,human_anchored
29-1141.01,Acute Care Nurses,18301,Interpret information obtained from electrocardiograms (EKGs) or radiographs (x-rays).,Core,88.0,1,45.0,80.0,10.0,15.0,70.0,90.0,88.0,augmentable
29-1141.01,Acute Care Nurses,18302,"Perform emergency medical procedures, such as basic cardiac life support (BLS), advanced cardiac life support (ACLS), and other condition-stabilizing interventions.",Core,95.0,1,4.0,35.0,93.0,60.0,82.0,95.0,98.0,human_anchored
29-1141.01,Acute Care Nurses,18303,"Assess urgent and emergent health conditions, using both physiologically and technologically derived data.",Core,95.0,1,25.0,78.0,10.0,45.0,75.0,88.0,80.0,human_anchored
29-1141.01,Acute Care Nurses,18304,"Adjust settings on patients' assistive devices, such as temporary pacemakers.",Supplemental,92.0,1,8.0,15.0,94.0,65.0,60.0,75.0,65.0,human_anchored
29-1141.01,Acute Care Nurses,18305,"Assess the impact of illnesses or injuries on patients' health, function, growth, development, nutrition, sleep, rest, quality of life, or family, social and educational relationships.",Core,70.0,1,14.0,48.0,70.0,70.0,72.0,88.0,80.0,human_anchored
29-1141.01,Acute Care Nurses,18306,"Collaborate with members of multidisciplinary health care teams to plan, manage, or assess patient treatments.",Core,87.0,1,10.0,52.0,35.0,85.0,72.0,90.0,88.0,human_anchored
29-1141.01,Acute Care Nurses,18307,Discuss illnesses and treatments with patients and family members.,Core,98.0,1,15.0,75.0,30.0,85.0,60.0,90.0,85.0,human_anchored
29-1141.01,Acute Care Nurses,18308,"Document data related to patients' care, including assessment results, interventions, medications, patient responses, or treatment changes.",Core,89.0,1,58.0,88.0,10.0,45.0,42.0,72.0,62.0,augmentable
29-1141.01,Acute Care Nurses,18309,Treat wounds or superficial lacerations.,Core,79.0,1,8.0,55.0,80.0,70.0,75.0,95.0,92.0,human_anchored
29-1141.01,Acute Care Nurses,18310,"Set up, operate, or monitor invasive equipment and devices, such as colostomy or tracheotomy equipment, mechanical ventilators, catheters, gastrointestinal tubes, and central lines.",Core,91.0,2,18.5,25.0,88.5,37.5,42.5,76.5,81.5,resistant
29-1141.01,Acute Care Nurses,18311,Obtain specimens or samples for laboratory work.,Core,88.0,1,10.0,8.0,96.0,65.0,30.0,80.0,65.0,human_anchored
29-1141.01,Acute Care Nurses,18312,"Order, perform, or interpret the results of diagnostic tests and screening procedures based on assessment results, differential diagnoses, and knowledge about age, gender and health status of clients.",Supplemental,80.0,2,30.0,80.0,10.0,27.5,70.0,92.5,81.5,augmentable
29-1141.01,Acute Care Nurses,18313,Participate in patients' care meetings and conferences.,Core,81.0,1,10.0,52.0,35.0,85.0,72.0,90.0,88.0,human_anchored
29-1141.01,Acute Care Nurses,18314,"Prescribe medications and observe patients' reactions, modifying prescriptions as needed.",Supplemental,88.0,2,16.5,70.0,27.5,55.0,71.0,94.5,88.5,human_anchored
29-1141.01,Acute Care Nurses,18315,Refer patients for specialty consultations or treatments.,Supplemental,80.0,1,18.0,70.0,15.0,55.0,60.0,88.0,72.0,human_anchored
29-1141.01,Acute Care Nurses,18316,"Administer blood and blood product transfusions or intravenous infusions, monitoring patients for adverse reactions.",Core,88.0,2,20.0,30.0,82.5,48.5,55.0,93.5,91.5,human_anchored
29-1141.01,Acute Care Nurses,18317,Assist patients in organizing their health care system activities.,Core,66.0,1,50.0,88.0,8.0,50.0,35.0,40.0,40.0,largely_automatable
29-1141.01,Acute Care Nurses,18318,Assess the needs of patients' family members or caregivers.,Core,85.0,1,8.0,35.0,75.0,80.0,70.0,75.0,65.0,human_anchored
29-1141.01,Acute Care Nurses,18319,Collaborate with patients to plan for future health care needs or to coordinate transitions and referrals.,Core,77.0,1,15.0,75.0,30.0,85.0,60.0,90.0,85.0,human_anchored
29-1141.01,Acute Care Nurses,18321,"Read current literature, talk with colleagues, and participate in professional organizations or conferences to keep abreast of developments in acute care.",Core,79.0,1,15.0,85.0,5.0,20.0,55.0,75.0,70.0,augmentable
29-1141.01,Acute Care Nurses,18322,Participate in the development of practice protocols.,Core,69.0,1,8.0,75.0,10.0,60.0,70.0,85.0,75.0,augmentable
29-1141.01,Acute Care Nurses,18323,"Perform administrative duties that facilitate admission, transfer, or discharge of patients.",Core,88.0,1,60.0,88.0,15.0,25.0,30.0,50.0,45.0,largely_automatable
29-1141.01,Acute Care Nurses,18324,Provide formal and informal education to other staff members.,Core,78.0,1,30.0,72.0,35.0,70.0,50.0,70.0,65.0,augmentable
29-1141.02,Advanced Practice Psychiatric Nurses,17312,"Teach classes in mental health topics, such as stress reduction.",Supplemental,44.0,1,35.0,70.0,28.0,75.0,40.0,50.0,45.0,augmentable
29-1141.02,Advanced Practice Psychiatric Nurses,17313,"Participate in activities aimed at professional growth and development, including conferences or continuing education activities.",Core,85.0,1,15.0,85.0,5.0,20.0,55.0,75.0,70.0,augmentable
29-1141.02,Advanced Practice Psychiatric Nurses,17314,Direct or provide home health services.,Supplemental,63.0,2,6.5,27.5,90.0,80.0,50.0,75.0,57.5,human_anchored
29-1141.02,Advanced Practice Psychiatric Nurses,17315,Monitor the use and status of medical and pharmaceutical supplies.,Supplemental,67.0,1,42.0,40.0,75.0,15.0,28.0,45.0,52.0,resistant
29-1141.02,Advanced Practice Psychiatric Nurses,17316,"Develop practice protocols for mental health problems, based on review and evaluation of published research.",Core,65.0,1,8.0,75.0,10.0,60.0,70.0,85.0,75.0,augmentable
29-1141.02,Advanced Practice Psychiatric Nurses,17317,"Develop, implement, or evaluate programs such as outreach activities, community mental health programs, and crisis situation response activities.",Core,57.0,1,18.0,70.0,15.0,62.0,62.0,70.0,58.0,augmentable
29-1141.02,Advanced Practice Psychiatric Nurses,17318,Treat patients for routine physical health problems.,Supplemental,63.0,1,8.0,30.0,90.0,65.0,50.0,85.0,70.0,human_anchored
29-1141.02,Advanced Practice Psychiatric Nurses,17319,Write prescriptions for psychotropic medications as allowed by state regulations and collaborative practice agreements.,Core,97.0,1,8.0,75.0,10.0,55.0,70.0,99.0,92.0,human_anchored
29-1141.02,Advanced Practice Psychiatric Nurses,17320,"Refer patients requiring more specialized or complex treatment to psychiatrists, primary care physicians, or other medical specialists.",Core,79.0,1,18.0,70.0,15.0,55.0,60.0,88.0,72.0,human_anchored
29-1141.02,Advanced Practice Psychiatric Nurses,17321,Provide routine physical health screenings to detect or monitor problems such as heart disease and diabetes.,Core,64.0,1,8.0,35.0,88.0,70.0,65.0,88.0,78.0,human_anchored
29-1141.02,Advanced Practice Psychiatric Nurses,17322,Participate in treatment team conferences regarding diagnosis or treatment of difficult cases.,Core,76.0,1,10.0,52.0,35.0,85.0,72.0,90.0,88.0,human_anchored
29-1141.02,Advanced Practice Psychiatric Nurses,17323,"Interpret diagnostic or laboratory tests, such as electrocardiograms (EKGs) and renal functioning tests.",Core,72.0,1,45.0,80.0,10.0,15.0,70.0,90.0,88.0,augmentable
29-1141.02,Advanced Practice Psychiatric Nurses,17324,Evaluate patients' behavior to formulate diagnoses or assess treatments.,Core,96.0,1,25.0,78.0,10.0,45.0,75.0,88.0,80.0,human_anchored
29-1141.02,Advanced Practice Psychiatric Nurses,17325,Develop and implement treatment plans.,Core,93.0,1,12.0,75.0,20.0,60.0,78.0,95.0,90.0,human_anchored
29-1141.02,Advanced Practice Psychiatric Nurses,17326,Monitor patients' medication usage and results.,Core,97.0,1,25.0,65.0,45.0,55.0,72.0,90.0,85.0,human_anchored
29-1141.02,Advanced Practice Psychiatric Nurses,17327,"Educate patients and family members about mental health and medical conditions, preventive health measures, medications, or treatment plans.",Core,97.0,1,20.0,80.0,25.0,75.0,55.0,85.0,80.0,human_anchored
29-1141.02,Advanced Practice Psychiatric Nurses,17328,"Distinguish between physiologically- and psychologically-based disorders, and diagnose appropriately.",Core,94.0,2,20.0,76.5,30.0,47.5,77.5,93.0,87.5,human_anchored
29-1141.02,Advanced Practice Psychiatric Nurses,17329,"Document patients' medical and psychological histories, physical assessment results, diagnoses, treatment plans, prescriptions, or outcomes.",Core,97.0,1,58.0,88.0,10.0,45.0,42.0,72.0,62.0,augmentable
29-1141.02,Advanced Practice Psychiatric Nurses,17330,Consult with psychiatrists or other professionals when unusual or complex cases are encountered.,Core,81.0,1,10.0,52.0,35.0,85.0,72.0,90.0,88.0,human_anchored
29-1141.02,Advanced Practice Psychiatric Nurses,17331,"Assess patients' mental and physical status, based on the presenting symptoms and complaints.",Core,98.0,1,14.0,48.0,70.0,70.0,72.0,88.0,80.0,human_anchored
29-1141.02,Advanced Practice Psychiatric Nurses,17332,"Collaborate with interdisciplinary team members, including psychiatrists, psychologists, or nursing staff, to develop, implement, or evaluate treatment plans.",Core,83.0,1,10.0,52.0,35.0,85.0,72.0,90.0,88.0,human_anchored
29-1141.02,Advanced Practice Psychiatric Nurses,17333,"Administer medications, including those administered by injection.",Core,64.0,1,15.0,25.0,95.0,35.0,45.0,92.0,92.0,human_anchored
29-1141.02,Advanced Practice Psychiatric Nurses,17334,Diagnose psychiatric disorders and mental health conditions.,Core,97.0,1,15.0,75.0,50.0,50.0,80.0,98.0,95.0,human_anchored
29-1141.02,Advanced Practice Psychiatric Nurses,17335,"Conduct individual, group, or family psychotherapy for those with chronic or acute mental disorders.",Core,85.0,1,8.0,55.0,25.0,95.0,80.0,90.0,75.0,human_anchored
29-1141.03,Critical Care Nurses,18325,Identify patients' age-specific needs and alter care plans as necessary to meet those needs.,Core,70.0,1,12.0,75.0,20.0,60.0,78.0,95.0,90.0,human_anchored
29-1141.03,Critical Care Nurses,18326,Provide post-mortem care.,Core,60.0,3,9.3,30.0,88.3,66.7,50.0,78.3,65.0,human_anchored
29-1141.03,Critical Care Nurses,18327,Evaluate patients' vital signs or laboratory data to determine emergency intervention needs.,Core,100.0,1,45.0,80.0,10.0,15.0,70.0,90.0,88.0,augmentable
29-1141.03,Critical Care Nurses,18328,"Perform approved therapeutic or diagnostic procedures, based upon patients' clinical status.",Core,79.0,2,16.0,32.5,82.5,52.5,52.5,84.0,80.0,human_anchored
29-1141.03,Critical Care Nurses,18329,"Administer blood and blood products, monitoring patients for signs and symptoms related to transfusion reactions.",Core,85.0,2,20.0,30.0,82.5,48.5,55.0,93.5,91.5,human_anchored
29-1141.03,Critical Care Nurses,18330,"Administer medications intravenously, by injection, orally, through gastric tubes, or by other methods.",Core,95.0,2,16.5,27.5,90.0,37.5,37.5,88.5,83.5,resistant
29-1141.03,Critical Care Nurses,18331,"Advocate for patients' and families' needs, or provide emotional support for patients and their families.",Core,84.0,1,5.0,35.0,70.0,98.0,50.0,70.0,60.0,human_anchored
29-1141.03,Critical Care Nurses,18332,"Set up and monitor medical equipment and devices such as cardiac monitors, mechanical ventilators and alarms, oxygen delivery devices, transducers, or pressure lines.",Core,86.0,2,18.5,25.0,88.5,37.5,42.5,76.5,81.5,resistant
