onet_soc_code,title,stem_occupation_types,field,job_zone,total_employment,employment_share,n_tasks,scenario,efficiency,removal_risk,risk_at_stake,reconstitution,training_depth,depth_source,scarcity,isolation,octant,severity,severity_label,trap_score,erosion_risk,willingness_gap
29-2099.08,Patient Representatives,Technologists and Technicians,Healthcare Practitioners and Technical,3,182610.0,60870.0,13,substantial,78.1,38.7,36.2,51.3,50.0,job_zone,34.9,79.2,Guard the pipeline,2,High,15.5,14.8,33.9
17-1022.01,Geodetic Surveyors,Technologists and Technicians,Architecture and Engineering,4,50830.0,25415.0,16,substantial,62.9,46.8,42.9,52.7,44.6,education,50.2,76.7,Guard the pipeline,2,High,15.5,3.7,7.8
17-2141.00,Mechanical Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,296810.0,98936.66666666667,28,substantial,66.3,53.8,50.9,43.4,37.8,education,29.1,78.7,Reversible gamble,1,Moderate,15.5,10.3,35.9
15-1252.00,Software Developers,"Research, Development, Design, and Practitioners",Computer and Mathematical,4,1687890.0,1687890.0,17,substantial,85.1,45.7,44.3,39.6,44.8,education,8.3,73.5,Clear win,0,Low,15.4,20.9,35.0
19-1012.00,Food Scientists and Technologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,13060.0,13060.0,13,substantial,52.1,51.9,48.9,57.1,44.1,education,66.4,75.9,Strategic trap,3,Critical,15.4,2.7,33.0
15-1299.08,Computer Systems Engineers/Architects,"Research, Development, Design, and Practitioners; Technologists and Technicians",Computer and Mathematical,3,435370.0,48374.444444444445,28,substantial,86.5,46.6,47.0,38.0,32.3,education,24.5,72.7,Clear win,0,Low,15.3,21.8,36.9
17-2051.00,Civil Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,367840.0,122613.33333333333,16,substantial,50.8,62.1,59.1,47.4,48.0,education,26.5,77.4,Reversible gamble,1,Moderate,15.0,5.6,29.9
17-3011.00,Architectural and Civil Drafters,Technologists and Technicians,Architecture and Engineering,3,103700.0,103700.0,26,substantial,57.7,48.3,46.2,53.0,50.0,job_zone,41.7,77.3,Guard the pipeline,2,High,14.8,8.6,21.0
19-4099.03,Remote Sensing Technicians,Technologists and Technicians,"Life, Physical, and Social Science",4,73910.0,36955.0,21,substantial,66.3,44.2,43.7,49.9,40.3,education,45.7,80.1,Clear win,0,Low,14.6,4.4,22.3
17-2072.01,Radio Frequency Identification Device Specialists,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,96900.0,48450.0,21,substantial,59.4,48.7,47.7,50.3,44.2,education,42.5,77.3,Guard the pipeline,2,High,14.6,4.6,28.9
29-2011.01,Cytogenetic Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,4,332940.0,55490.0,30,substantial,35.5,67.1,70.9,61.3,75.0,job_zone,27.7,77.6,Protect,2,High,14.6,0.3,11.1
29-1291.00,Acupuncturists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,7830.0,7830.0,18,substantial,28.4,74.4,75.0,68.4,62.6,education,72.6,76.8,Protect,2,High,14.5,0.7,32.9
11-9111.00,Medical and Health Services Managers,Managerial,Managerial,4,597080.0,597080.0,18,substantial,64.0,51.5,48.7,43.8,47.4,education,20.7,69.4,Reversible gamble,1,Moderate,14.4,17.6,35.1
17-2199.11,Solar Energy Systems Engineers,"Research, Development, Design, and Practitioners",Architecture and Engineering,4,154070.0,19258.75,13,substantial,59.4,53.7,54.4,45.3,37.6,education,36.9,77.1,Reversible gamble,1,Moderate,14.4,6.6,30.7
17-3022.00,Civil Engineering Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,3,68520.0,68520.0,14,substantial,64.0,50.3,46.6,44.1,29.8,education,46.6,76.2,Reversible gamble,1,Moderate,14.2,10.7,25.7
29-2032.00,Diagnostic Medical Sonographers,Technologists and Technicians,Healthcare Practitioners and Technical,3,90160.0,90160.0,19,substantial,40.0,67.0,62.4,53.1,50.0,job_zone,43.3,75.7,Protect,2,High,14.2,1.9,16.3
17-3013.00,Mechanical Drafters,Technologists and Technicians,Architecture and Engineering,3,39960.0,39960.0,16,substantial,51.0,48.5,48.0,56.5,50.0,job_zone,53.1,78.0,Guard the pipeline,2,High,14.0,7.1,18.9
17-3027.00,Mechanical Engineering Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,3,36190.0,18095.0,30,substantial,61.2,47.5,49.3,48.3,32.3,education,54.3,79.4,Clear win,0,Low,14.0,3.0,18.6
41-9031.00,Sales Engineers,Sales,Sales,4,51790.0,51790.0,25,substantial,79.8,36.8,37.1,47.2,47.1,education,50.0,43.1,Clear win,0,Low,13.9,13.8,29.1
19-4099.01,Quality Control Analysts,Technologists and Technicians,"Life, Physical, and Social Science",3,73910.0,36955.0,26,substantial,61.3,52.3,52.5,43.3,26.4,education,45.7,82.0,Reversible gamble,1,Moderate,13.9,10.2,25.1
29-2091.00,Orthotists and Prosthetists,Technologists and Technicians,Healthcare Practitioners and Technical,5,9390.0,9390.0,15,substantial,30.8,68.4,70.4,66.2,60.4,education,70.4,74.2,Protect,2,High,13.9,0.0,20.6
15-1231.00,Computer Network Support Specialists,Technologists and Technicians,Computer and Mathematical,4,146190.0,146190.0,26,substantial,74.1,42.3,44.2,43.9,37.0,education,37.6,70.6,Clear win,0,Low,13.8,7.6,15.4
29-1141.01,Acute Care Nurses,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,4,3379720.0,675944.0,27,substantial,45.4,77.7,74.4,38.1,47.6,education,0.0,71.5,Hold the line,0,Low,13.4,16.3,39.7
29-9099.01,Midwives,"Research, Development, Design, and Practitioners; Technologists and Technicians",Healthcare Practitioners and Technical,5,35010.0,35010.0,36,substantial,33.8,75.2,72.8,52.6,42.9,education,54.7,73.6,Protect,2,High,13.4,7.6,33.8
29-1151.00,Nurse Anesthetists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,51840.0,51840.0,24,substantial,26.3,76.6,67.3,66.7,74.9,education,50.0,71.4,Protect,2,High,13.4,0.0,25.9
19-2031.00,Chemists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,82770.0,82770.0,12,substantial,41.8,54.0,55.3,58.6,59.5,education,44.4,77.4,Protect,2,High,13.2,0.0,24.7
29-1022.00,Oral and Maxillofacial Surgeons,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,4910.0,4910.0,15,substantial,17.1,89.7,86.5,86.0,95.1,education,78.1,75.0,Protect,2,High,13.2,0.0,29.4
41-4011.07,Solar Sales Representatives and Assessors,Sales,Sales,3,284800.0,142400.0,13,substantial,90.2,37.1,37.3,38.5,34.7,education,29.6,61.3,Clear win,0,Low,12.9,15.5,31.1
17-3026.01,Nanotechnology Engineering Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,4,75570.0,37785.0,25,substantial,43.0,46.0,49.2,62.6,66.5,education,45.5,78.7,Quiet attrition,1,Moderate,12.4,0.0,10.2
19-4042.00,"Environmental Science and Protection Technicians, Including Health",Technologists and Technicians,"Life, Physical, and Social Science",4,34670.0,34670.0,25,substantial,41.4,55.0,53.2,53.0,40.2,education,54.8,82.5,Protect,2,High,12.1,0.0,21.7
17-3027.01,Automotive Engineering Technicians,Technologists and Technicians,Architecture and Engineering,3,36190.0,18095.0,18,substantial,50.2,46.7,47.9,50.3,36.9,education,54.3,77.6,Guard the pipeline,2,High,11.8,0.0,12.7
17-3028.00,Calibration Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,3,16540.0,16540.0,14,substantial,41.4,46.2,45.2,60.7,50.0,job_zone,63.6,83.0,Quiet attrition,1,Moderate,11.6,0.0,15.9
29-1126.00,Respiratory Therapists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,3,139790.0,139790.0,23,substantial,29.5,74.6,72.2,51.7,50.0,job_zone,38.1,76.4,Protect,2,High,11.4,0.0,26.7
17-1022.00,Surveyors,Technologists and Technicians,Architecture and Engineering,4,50830.0,25415.0,24,substantial,46.1,51.9,47.0,47.1,34.4,education,50.2,74.0,Hold the line,0,Low,11.3,0.0,7.7
19-1022.00,Microbiologists,"Research, Development, Design, and Practitioners","Life, Physical, and Social Science",4,18940.0,18940.0,14,substantial,37.4,51.9,51.6,58.3,50.0,education,62.0,73.3,Protect,2,High,11.3,0.0,20.9
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Technologists and Technicians,"Life, Physical, and Social Science",4,6980.0,6980.0,29,substantial,32.0,45.9,42.4,75.7,75.0,job_zone,73.9,80.2,Quiet attrition,1,Moderate,11.1,0.0,9.0
29-2033.00,Nuclear Medicine Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,3,17080.0,17080.0,17,substantial,32.0,65.1,60.7,53.1,36.9,education,63.2,78.3,Protect,2,High,11.1,0.0,11.0
29-2043.00,Paramedics,Technologists and Technicians,Healthcare Practitioners and Technical,3,100610.0,100610.0,13,substantial,26.0,81.6,77.2,52.2,50.0,job_zone,42.0,72.8,Protect,2,High,11.1,0.3,34.9
29-1021.00,"Dentists, General","Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,124390.0,124390.0,20,substantial,19.2,79.4,70.9,72.9,90.5,education,39.5,79.0,Protect,2,High,11.1,0.0,28.5
15-1232.00,Computer User Support Specialists,Technologists and Technicians,Computer and Mathematical,3,717190.0,717190.0,16,substantial,76.9,37.2,36.7,38.0,37.4,education,18.5,68.6,Clear win,0,Low,10.9,7.5,25.7
17-3031.00,Surveying and Mapping Technicians,Technologists and Technicians,Architecture and Engineering,3,58010.0,58010.0,30,substantial,40.8,46.0,42.7,55.3,50.0,job_zone,48.6,78.4,Quiet attrition,1,Moderate,10.4,0.0,-1.3
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Sales,Sales,4,284800.0,142400.0,33,substantial,86.6,33.1,33.5,35.8,32.9,education,29.6,52.5,Clear win,0,Low,10.3,13.8,21.2
29-2012.00,Medical and Clinical Laboratory Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,332940.0,55490.0,14,substantial,32.4,62.9,69.3,49.0,50.0,job_zone,27.7,78.2,Hold the line,0,Low,10.0,0.0,3.6
29-1124.00,Radiation Therapists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,3,17070.0,17070.0,22,substantial,27.2,70.2,67.5,52.3,35.7,education,63.2,77.3,Protect,2,High,10.0,0.0,16.2
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,3,11280.0,11280.0,11,substantial,41.2,49.1,53.9,48.9,25.9,education,68.2,77.7,Low stakes,0,Low,9.9,0.0,9.6
29-2034.00,Radiologic Technologists and Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,230490.0,230490.0,30,substantial,29.4,67.9,66.9,49.7,50.0,job_zone,32.1,75.2,Hold the line,0,Low,9.9,0.0,18.6
19-4051.02,Nuclear Monitoring Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,6470.0,3235.0,16,substantial,34.8,53.9,58.0,51.7,27.3,education,74.8,78.1,Protect,2,High,9.7,0.0,0.0
29-2031.00,Cardiovascular Technologists and Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,62960.0,62960.0,21,substantial,30.2,73.0,67.0,44.2,30.1,education,47.6,74.5,Hold the line,0,Low,9.7,0.0,15.3
29-1071.01,Anesthesiologist Assistants,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,162150.0,81075.0,16,substantial,16.9,75.4,67.1,76.0,100.0,job_zone,36.3,75.5,Protect,2,High,9.7,0.0,19.9
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,Technologists and Technicians,Architecture and Engineering,3,15520.0,7760.0,28,substantial,39.8,47.5,49.8,50.9,31.6,education,64.4,78.7,Quiet attrition,1,Moderate,9.6,0.0,14.6
29-1141.00,Registered Nurses,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,4,3379720.0,675944.0,27,substantial,39.0,74.2,72.7,33.2,38.0,education,0.0,71.0,Hold the line,0,Low,9.6,11.2,34.0
29-1292.00,Dental Hygienists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,3,222740.0,222740.0,16,substantial,32.6,64.6,53.0,45.5,39.2,education,32.5,80.6,Hold the line,0,Low,9.6,0.0,17.3
19-4051.00,Nuclear Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,6470.0,3235.0,18,substantial,27.6,54.8,61.2,62.8,50.0,job_zone,74.8,76.9,Protect,2,High,9.5,0.0,9.6
29-1141.03,Critical Care Nurses,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,4,3379720.0,675944.0,29,substantial,34.5,75.6,76.1,36.5,43.1,education,0.0,74.8,Hold the line,0,Low,9.5,4.2,29.0
29-2042.00,Emergency Medical Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,180510.0,180510.0,12,substantial,25.0,75.0,77.2,50.4,50.0,job_zone,35.0,74.5,Protect,2,High,9.4,0.0,23.5
29-2081.00,"Opticians, Dispensing",Technologists and Technicians,Healthcare Practitioners and Technical,3,73530.0,73530.0,21,substantial,38.4,58.6,54.4,40.7,21.6,education,45.8,81.0,Hold the line,0,Low,9.2,0.0,16.7
29-2011.02,Cytotechnologists,Technologists and Technicians,Healthcare Practitioners and Technical,5,332940.0,55490.0,13,substantial,27.9,67.3,67.2,48.8,51.0,education,27.7,75.0,Hold the line,0,Low,9.2,0.0,9.8
17-1021.00,Cartographers and Photogrammetrists,Technologists and Technicians,Architecture and Engineering,4,14260.0,14260.0,14,substantial,39.5,44.4,45.5,51.8,36.0,education,65.4,70.9,Quiet attrition,1,Moderate,9.1,0.0,-1.3
29-2053.00,Psychiatric Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,156960.0,156960.0,16,substantial,32.9,65.5,62.7,41.9,31.0,education,36.7,77.0,Hold the line,0,Low,9.0,0.0,26.3
29-2099.01,Neurodiagnostic Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,3,182610.0,60870.0,16,substantial,30.0,70.4,67.6,40.9,30.5,education,34.9,76.1,Hold the line,0,Low,8.6,0.0,23.5
19-4021.00,Biological Technicians,Technologists and Technicians,"Life, Physical, and Social Science",4,69620.0,69620.0,18,substantial,38.3,41.6,44.6,50.9,41.4,education,46.4,81.6,Quiet attrition,1,Moderate,8.1,0.0,6.9
29-2035.00,Magnetic Resonance Imaging Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,3,43390.0,43390.0,24,substantial,26.3,64.1,60.0,47.3,31.3,education,52.1,79.9,Hold the line,0,Low,8.0,0.0,16.4
29-2052.00,Pharmacy Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,471680.0,471680.0,21,substantial,48.6,47.4,42.2,34.5,22.1,education,23.6,82.0,Low stakes,0,Low,7.9,0.0,6.9
29-2011.00,Medical and Clinical Laboratory Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,4,332940.0,55490.0,15,substantial,26.9,67.0,72.2,44.0,41.9,education,27.7,73.9,Hold the line,0,Low,7.9,0.0,10.4
17-3024.01,Robotics Technicians,Technologists and Technicians,Architecture and Engineering,3,15520.0,7760.0,22,substantial,31.5,46.9,49.2,50.5,31.5,education,64.4,77.3,Quiet attrition,1,Moderate,7.5,0.0,8.4
29-2092.00,Hearing Aid Specialists,Technologists and Technicians,Healthcare Practitioners and Technical,3,11270.0,11270.0,11,substantial,17.1,68.8,76.7,62.7,53.1,education,68.2,78.5,Protect,2,High,7.4,0.0,17.4
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Managerial,Managerial,4,220260.0,110130.0,18,substantial,30.5,53.8,46.8,44.6,49.5,education,32.7,50.0,Hold the line,0,Low,7.3,0.0,33.8
19-4012.00,Agricultural Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,15130.0,7565.0,26,substantial,33.3,42.0,44.9,51.5,33.0,education,64.7,78.0,Quiet attrition,1,Moderate,7.2,0.0,4.0
29-2061.00,Licensed Practical and Licensed Vocational Nurses,Technologists and Technicians,Healthcare Practitioners and Technical,3,648410.0,648410.0,22,substantial,32.5,61.7,55.6,35.8,28.3,education,19.7,78.5,Hold the line,0,Low,7.2,0.0,13.7
19-4031.00,Chemical Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,57540.0,57540.0,16,substantial,30.3,49.3,51.1,45.7,31.5,education,48.7,76.6,Low stakes,0,Low,6.8,0.0,20.6
19-4092.00,Forensic Science Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,19120.0,19120.0,24,substantial,19.5,69.8,47.8,49.9,30.4,education,61.9,80.8,Hold the line,0,Low,6.8,0.0,19.1
19-4013.00,Food Science Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,14600.0,14600.0,16,substantial,27.1,47.0,49.5,52.9,37.9,education,65.1,72.0,Quiet attrition,1,Moderate,6.7,0.0,-0.4
19-4071.00,Forest and Conservation Technicians,Technologists and Technicians,"Life, Physical, and Social Science",3,30410.0,30410.0,20,substantial,28.4,50.9,51.5,46.6,26.9,education,56.3,81.3,Hold the line,0,Low,6.7,0.0,14.1
29-2055.00,Surgical Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,3,117460.0,117460.0,18,substantial,19.1,63.0,48.4,52.4,50.0,job_zone,40.2,76.8,Protect,2,High,6.3,0.0,1.6
17-3029.01,Non-Destructive Testing Specialists,Technologists and Technicians,Architecture and Engineering,,59930.0,29965.0,16,substantial,31.6,47.7,53.0,40.4,21.3,education,48.2,76.6,Low stakes,0,Low,6.1,0.0,-0.4
29-1024.00,Prosthodontists,"Research, Development, Design, and Practitioners",Healthcare Practitioners and Technical,5,870.0,870.0,12,substantial,9.0,71.8,85.8,89.5,92.2,education,98.8,68.6,Protect,2,High,5.8,0.0,14.6
17-3029.08,Photonics Technicians,Technologists and Technicians,Architecture and Engineering,3,59930.0,29965.0,24,substantial,29.8,43.1,49.7,44.7,29.2,education,48.2,78.2,Low stakes,0,Low,5.7,0.0,2.6
29-2056.00,Veterinary Technologists and Technicians,Technologists and Technicians,Healthcare Practitioners and Technical,3,129140.0,129140.0,31,substantial,15.1,66.0,55.4,40.5,26.7,education,39.0,77.5,Hold the line,0,Low,4.0,0.0,10.5
29-2011.04,Histotechnologists,Technologists and Technicians,Healthcare Practitioners and Technical,4,332940.0,55490.0,16,substantial,15.4,59.2,61.4,40.3,39.4,education,27.7,61.4,Hold the line,0,Low,3.7,0.0,-6.1
29-2099.05,Ophthalmic Medical Technologists,Technologists and Technicians,Healthcare Practitioners and Technical,3,182610.0,60870.0,31,substantial,14.4,63.0,71.5,40.3,28.5,education,34.9,77.7,Hold the line,0,Low,3.7,0.0,1.1
